what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1759906814015
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1759906814015
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1759906814015
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1759906814015
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1759906814015
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1759906814031
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1759906814048
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1759906814048
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1759906814048
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1759906814050
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1759906814050
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1759906814050
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1759906814050
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1759906814050
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1759906814050
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1759906814056
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1759906814056
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1759906814056
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1759906814056
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1759906814056
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1759906814056
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1759906814056
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1759906814056
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1759906814056
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1759906814056
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1759906814056
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1759906814056
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1759906814056
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1759906814056
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1759906814056
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1759906814056
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1759906814056
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1759906814056
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1759906814056
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1759906814056
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1759906814056
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1759906814056
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1759906814056
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1759906814056
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1759906814056
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1759906814056
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1759906814056
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1759906814056
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1759906814056
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1759906814056
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1759906814056
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1759906814056
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1759906814056
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1759906814056
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1759906814064
os,sysinfo,,,"win32",1759906814071
arch,sysinfo,,,"x86",1759906814071
ws,sysinfo,,,"win32",1759906814071
locale,sysinfo,,,"fr_FR",1759906814071
processors,sysinfo,,,"24",1759906814071
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1759906814071
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1759906814071
java.specification.name,sysinfo,,,"Java Platform API Specification",1759906814071
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1759906814071
java.specification.version,sysinfo,,,"1.6",1759906814071
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1759906814071
java.version,sysinfo,,,"1.6.0_23",1759906814071
java.vm.info,sysinfo,,,"mixed mode",1759906814071
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1759906814071
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1759906814071
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1759906814071
java.vm.specification.version,sysinfo,,,"1.0",1759906814071
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1759906814071
java.vm.version,sysinfo,,,"19.0-b09",1759906814071
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1759906815799
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1759906829689
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1759906830115
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1759906830273
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1759906830304
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1759906830304
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1759906830304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759906831906
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1759906924083
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1759906924130
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1759906925938
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1759906934136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759906962806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759906978910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759906997500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907002922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907016621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907018812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907019090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907023806
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1759907029510
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759907029529
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759907029744
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1759907030045
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1759907034918
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759907034934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907039811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907096400
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.bspEditor",1759907103754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907104008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907198383
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1759907198396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907207915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907218868
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1759907222086
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1759907222102
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.bspEditor",1759907223363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907223616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907328416
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1759907335160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907335445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907377403
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759907387818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907398443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907436380
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1759907447216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907460787
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1759907466332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907466380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907466387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907470292
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1759907470296
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759907473520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907518665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907526421
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1759907542026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1759907583114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907591335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1759907597669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907600281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907602863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907604281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907605986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907609033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907610493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1759907622588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907624332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907627848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907632063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907633682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1759907646843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1759907652637
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1759907659455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907659724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907669269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907669284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907673794
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1759907679795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907683937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907687523
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1759907690123
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1759907690186
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1759907695682
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1759907696047
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1759907696063
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759907789719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1759907795960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1759907868572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1759907871762
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1759907889787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1759907903575
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1759907909878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907916502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759907923561
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1759907924814
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1759907930114
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1759907934833
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1759907943053
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759908077292
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1759908397676
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1759908406938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759908714235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759909568506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759909625632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759909767871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759909791842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910286899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910290664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910387096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910417358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910494966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910611963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910616794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910671095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910675164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910937087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759910947556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759911229305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759911230335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759911754244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1759911762105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759911763143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759911808709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759911812827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759913923393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759914087570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759914674987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759914691228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759914752341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759914838715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759915961540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759915972504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759919991267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759919993787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759919995960
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1759919996070
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1759919996244
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1759919996817
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1759919996817
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1759919996817
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1759919997819
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1759919997819
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1759919997819
